OBJECTID;CID;blue;green;red;nir;swir;GT
764;1;1160;1576;1432;2810;2407;0
765;1;189;304;525;1112;1101;1
766;1;500;851;1322;2124;3263;0
767;1;283;445;524;1150;1502;0
768;1;248;404;472;1560;1244;1
769;1;319;483;714;1476;1718;1
770;1;579;632;648;1620;1357;1
771;1;265;396;607;1152;1124;1
772;1;808;1208;1570;2414;2434;0
773;1;302;508;527;1556;1040;1
774;1;692;941;1232;2056;3140;0
775;1;617;896;1260;2084;3157;0
776;1;255;390;630;1172;1386;1
777;1;734;1104;1450;2626;3517;0
778;1;3348;4014;4228;4672;4368;0
779;1;387;511;741;1440;1479;1
780;1;616;915;1344;2074;3553;0
781;1;319;479;585;1494;1244;1
782;1;243;365;449;1136;1007;1
783;1;218;376;433;1272;1182;1
784;1;973;1532;1606;2576;3081;0
785;1;492;710;860;2082;1838;0
786;1;241;382;577;1024;1101;1
787;1;214;376;526;1282;1153;1
788;1;419;684;857;2186;1892;0
789;1;227;357;444;1288;1046;1
790;1;304;543;630;1936;1622;0
791;1;660;910;1182;1954;3302;0
792;1;825;1064;1396;2010;3671;0
793;1;410;750;836;2228;1796;0
794;1;230;304;361;1266;1080;1
795;1;221;377;435;1398;856;1
796;1;178;395;498;1524;1437;0
797;1;294;484;669;1626;1108;0
798;1;602;888;1078;2244;2952;0
799;1;339;532;628;1478;1408;1
800;1;215;335;403;1290;992;1
801;1;694;989;1322;2056;3211;0
802;1;548;763;995;2216;1854;0
803;1;428;645;850;1572;1610;0
804;1;230;349;548;1026;1241;1
805;1;213;408;474;1404;1211;1
806;1;339;473;766;1230;1466;1
807;1;1126;1626;2104;2564;2985;0
808;1;458;811;1028;2588;2655;0
809;1;319;558;602;2074;1958;0
810;1;154;344;446;1440;1339;0
811;1;559;752;962;1844;2061;0
812;1;263;469;575;1602;1462;0
813;1;437;711;792;2302;2319;0
814;1;763;943;1158;2112;1950;0
815;1;435;551;871;1414;1762;1
816;1;155;321;359;1288;898;1
817;1;356;564;687;1858;1921;0
818;1;114;234;361;743;810;1
819;1;147;291;329;1444;808;1
820;1;984;1066;1408;2232;3149;0
821;1;606;835;1138;2066;3253;0
822;1;346;522;794;1170;1432;1
823;1;590;759;1052;1864;2364;0
824;1;274;399;656;1062;1295;1
825;1;450;669;862;1856;2767;0
826;1;215;372;434;1422;957;1
827;1;186;375;429;1454;1028;1
828;1;776;1042;1372;2020;3373;0
829;1;271;433;511;1466;1020;1
830;1;194;383;528;1462;1065;1
831;1;424;601;767;1382;1469;1
832;1;166;323;402;1202;1151;1
833;1;364;521;697;1624;1723;0
834;1;593;881;1100;1832;1692;0
835;1;244;380;580;1160;1238;1
836;1;134;331;362;1742;1255;0
837;1;396;615;894;1490;1498;1
838;1;221;380;462;1306;1011;1
839;1;723;1038;1256;2080;1970;0
840;1;193;305;524;921;1107;1
841;1;853;1148;1470;2248;3803;0
842;1;165;314;332;1368;933;1
843;1;115;276;377;1088;1280;0
844;1;460;864;1074;2258;2809;0
845;1;871;1152;1432;1896;2116;0
846;1;213;385;624;1174;1278;1
847;1;1202;1740;2266;2482;3513;0
848;1;287;390;601;940;1759;1
849;1;215;431;482;1326;1336;1
850;1;93;231;343;1098;672;1
851;1;355;654;771;1758;1746;0
852;1;448;721;979;1526;2195;1
853;1;658;919;1204;1792;3462;0
854;1;549;805;1130;1718;2565;1
855;1;360;542;834;1470;1514;1
856;1;852;1122;1454;2232;3650;0
857;1;610;803;1082;1664;1613;0
858;1;293;473;628;1826;1265;1
859;1;169;293;443;601;1065;1
860;1;221;487;608;1888;1789;0
861;1;118;187;293;492;466;1
862;1;231;446;564;1450;1063;1
863;1;680;923;1300;2024;2844;0
864;1;238;529;1056;1616;2628;0
865;1;687;842;1162;1748;2978;0
866;1;217;329;432;1164;717;1
867;1;383;616;814;1904;1364;0
868;1;581;815;1038;1816;2753;0
869;1;1620;1712;1534;2696;2129;0
870;1;748;968;1076;1434;2051;0
871;1;277;432;617;1502;1356;1
872;1;447;688;951;1506;2109;1
873;1;512;672;911;1776;2580;0
874;1;280;504;558;1736;1346;1
875;1;236;405;477;1316;1146;1
876;1;250;409;571;1370;1264;1
877;1;730;716;708;1906;1090;1
878;1;405;547;590;1472;1178;1
879;1;154;292;527;1212;949;1
880;1;509;778;984;2164;2208;0
881;1;205;408;442;1808;964;0
882;1;651;989;1228;2052;2698;0
883;1;182;365;453;1324;942;1
884;1;130;303;514;992;1113;1
885;1;687;939;1360;2122;1702;0
886;1;765;1050;1290;1786;1698;0
887;1;289;429;633;1216;1296;1
888;1;204;347;371;1548;1127;1
889;1;170;333;459;1156;1084;1
890;1;38;220;182;2128;661;0
891;1;566;733;1007;1654;3032;0
892;1;335;589;638;1874;1317;1
893;1;139;241;381;974;941;1
894;1;267;434;474;1242;1297;0
895;1;697;739;1550;1960;2967;0
896;1;289;413;558;984;1455;1
897;1;221;369;512;1386;1216;1
898;1;200;407;450;1412;1310;1
899;1;214;351;480;1004;1018;1
900;1;216;370;463;1278;1027;1
901;1;606;849;1186;1814;2959;0
902;1;245;393;471;1614;1075;1
903;1;250;456;429;1764;1014;1
904;1;238;374;560;1064;1427;1
905;1;590;508;645;1456;946;1
906;1;289;464;606;1996;2077;0
907;1;319;553;672;1746;1650;0
908;1;179;398;463;1482;998;1
909;1;666;930;1150;1802;2368;0
910;1;150;367;461;1644;1672;0
911;1;258;404;588;1280;1289;1
912;1;758;1030;1358;2184;3510;0
913;1;255;450;484;1542;1467;1
914;1;226;280;365;1188;1002;1
915;1;294;409;509;1400;1386;1
916;1;872;1116;1420;1678;2438;0
917;1;186;445;516;1866;1153;1
918;1;299;456;511;1600;1184;0
919;1;1352;1882;2492;3348;4412;0
920;1;558;790;1078;2070;2459;0
921;1;216;369;415;1450;1032;1
922;1;250;350;531;1044;1405;1
923;1;1005;1324;1758;2584;3781;0
924;1;322;477;617;1696;1426;0
925;1;337;515;699;1586;1616;1
926;1;1208;1748;2338;2776;3120;0
927;1;226;404;550;1644;1009;1
928;1;293;460;561;1388;1405;0
929;1;730;1009;1340;2224;3277;0
930;1;752;953;1238;2168;3372;0
931;1;580;938;1104;2562;3091;0
932;1;630;849;1021;2164;2262;0
933;1;274;434;502;1318;1375;1
934;1;429;751;1174;1926;3112;0
935;1;199;386;391;1628;898;1
936;1;115;273;340;1042;922;1
937;1;291;444;739;1550;1214;1
938;1;281;457;525;1662;1121;0
939;1;228;352;486;1420;1091;1
940;1;286;465;727;1168;1201;1
941;1;469;642;942;1554;1865;1
942;1;253;450;518;1700;1277;0
943;1;205;381;452;1342;1069;1
944;1;456;787;814;2042;1814;0
945;1;272;400;541;1654;1784;0
946;1;542;901;1260;2162;3099;0
947;1;1007;1314;1636;2536;3368;0
948;1;150;276;377;1298;841;1
949;1;260;443;565;1394;1560;1
950;1;199;444;569;1934;1653;0
951;1;637;994;1218;2054;2655;0
952;1;239;449;498;1454;1040;1
953;1;223;359;469;1384;980;1
954;1;843;1136;1510;2396;3890;0
955;1;1346;1614;1658;2546;2465;0
956;1;349;662;781;2274;2213;0
957;1;215;389;484;1384;1019;1
958;1;226;376;584;1416;1252;1
959;1;465;819;989;2062;2571;0
960;1;102;232;333;1158;1048;1
961;1;248;336;492;1202;1272;1
962;1;496;831;1024;2254;3070;0
963;1;293;420;705;1154;1609;1
964;1;232;416;482;1678;1194;1
965;1;261;411;485;1562;1159;0
966;1;1142;1616;1992;2304;2740;0
967;1;438;670;852;2160;2451;0
968;1;952;1448;1556;2268;2157;0
969;1;539;796;1090;2034;2243;0
970;1;140;268;487;928;989;1
971;1;910;1288;1650;2766;2818;0
972;1;280;326;388;1300;1066;1
973;1;448;748;1096;1604;2426;0
974;1;185;313;435;1486;941;1
975;1;250;373;585;1042;1126;1
976;1;169;336;427;1172;820;1
977;1;309;451;712;1220;1410;1
978;1;100;186;315;546;521;1
979;1;613;938;1278;2200;3455;0
980;1;651;900;1138;2188;3057;0
981;1;471;673;974;1448;2146;0
982;1;200;370;474;1402;1213;0
983;1;311;453;590;1846;2162;0
984;1;336;583;656;1762;1287;1
985;1;441;706;952;1814;2907;0
986;1;92;232;333;557;1047;0
987;1;238;378;496;1340;1128;1
988;1;241;497;495;2102;1015;1
989;1;1846;1812;1520;2806;3171;0
990;1;545;796;1098;1848;3027;0
991;1;425;525;580;734;1360;0
992;1;166;310;485;1238;1020;1
993;1;764;1028;1364;2188;3593;0
994;1;194;396;403;1768;1080;0
995;1;808;1078;1372;2430;3484;0
996;1;321;496;668;1498;2431;0
997;1;211;426;493;1608;1530;1
998;1;274;431;498;1288;1098;1
999;1;233;361;459;1350;986;1
1000;1;345;452;821;1298;1621;1
1001;1;746;874;1042;1108;1723;0
1002;1;359;551;662;1708;1384;1
1003;1;236;472;561;1716;1327;0
1004;1;186;341;536;1304;1482;1
1005;1;191;361;431;1260;932;1
1006;1;169;343;399;1176;955;1
1007;1;263;475;550;1672;1320;0
1008;1;558;1186;1830;2232;2504;0
1009;1;241;368;564;923;1527;1
1010;1;313;475;688;1486;1338;1
1011;1;248;389;458;1782;1004;0
1012;1;60;148;248;505;655;1
1013;1;639;914;1272;2048;3633;0
1014;1;270;484;634;1256;1498;1
1015;1;608;981;1318;1874;2751;0
1016;1;295;518;611;1690;1715;0
1017;1;491;824;1080;2374;3446;0
1018;1;208;379;419;1556;1014;1
1019;1;97;237;297;1116;743;1
1020;1;794;1284;1766;2388;2844;0
1021;1;675;1088;1504;2380;3636;0
1022;1;234;364;444;1210;765;1
1023;1;277;441;541;1574;1261;1
1024;1;732;954;1288;1896;3522;0
1025;1;131;282;365;1246;789;1
1026;1;102;230;271;1136;745;1
1027;1;687;1048;1484;2364;3632;0
1028;1;167;313;349;1190;950;1
1029;1;558;512;567;1400;1083;1
1030;1;433;834;752;3220;2218;0
1031;1;185;412;548;1764;1467;0
1032;1;127;277;308;1306;945;1
1033;1;1512;2334;3030;3640;4453;0
1034;1;764;1036;1352;2336;3500;0
1035;1;186;338;504;1208;1119;1
1036;1;328;422;515;1414;1001;1
1037;1;251;479;577;1918;1070;1
1038;1;134;232;279;1124;843;1
1039;1;124;303;392;1178;1309;0
1040;1;296;408;711;1174;1382;1
1041;1;700;1024;1358;2044;2494;0
1042;1;186;350;363;1552;745;1
1043;1;150;319;365;1354;1057;1
1044;1;165;326;433;1384;893;1
1045;1;239;357;565;879;1579;1
1046;1;327;474;780;1428;1246;1
1047;1;177;385;404;1554;875;1
1048;1;1084;1454;1780;2276;2727;0
1049;1;527;973;1170;2280;2188;0
1050;1;304;523;602;1650;1274;0
1051;1;733;1148;1268;1708;2428;0
1052;1;328;411;436;436;821;0
1053;1;339;673;883;1208;1351;1
1054;1;190;325;404;1280;1065;1
1055;1;282;476;632;1470;1661;1
1056;1;213;368;584;1284;987;1
1057;1;193;346;428;1594;1089;1
1058;1;1254;1456;1860;2790;2856;0
1059;1;431;594;764;1888;1466;1
1060;1;530;660;693;1670;1079;1
1061;1;771;879;987;1682;1285;1
1062;1;222;349;464;1130;1037;1
1063;1;216;374;455;1426;1114;1
1064;1;261;323;537;970;1062;1
1065;1;238;430;471;1652;1043;1
1066;1;200;307;390;1136;1023;1
1067;1;187;289;401;827;1153;1
1068;1;337;698;748;2646;2675;0
1069;1;307;423;774;1136;1411;1
1070;1;154;316;402;1464;791;1
1071;1;171;372;396;1710;825;1
1072;1;852;1050;1268;2058;1998;0
1073;1;1302;1436;1726;1828;2114;0
1074;1;462;719;1006;1724;3145;0
1075;1;226;357;480;1372;1145;1
1076;1;203;368;471;1378;1000;1
1077;1;45;184;246;1270;633;0
1078;1;231;339;395;1186;992;1
1079;1;530;466;400;1894;1156;0
1080;1;883;1202;1534;2296;3760;0
1081;1;929;1262;1726;2298;2932;0
1082;1;123;300;390;1096;790;1
1083;1;209;346;580;1084;1978;0
1084;1;272;469;612;1482;1555;1
1085;1;793;1072;1412;2288;3463;0
1086;1;122;284;290;1444;743;1
1087;1;161;304;412;962;964;1
1088;1;222;340;445;1234;1354;1
1089;1;175;330;428;1354;982;1
1090;1;245;429;778;1240;1675;1
1091;1;94;202;231;971;638;1
1092;1;131;288;427;1192;1037;1
1093;1;132;303;337;1166;864;1
1094;1;18;178;445;695;1075;0
1095;1;290;494;713;1262;1794;1
1096;1;185;419;483;985;1285;1
1097;1;418;683;671;2420;1398;1
1098;1;308;429;565;1258;1147;1
1099;1;1023;1356;1796;2590;3899;0
1100;1;139;315;330;1438;725;1
1101;1;141;314;365;1146;979;1
1102;1;208;416;507;1460;1134;1
1103;1;1009;1236;1396;1566;2402;0
1104;1;508;943;656;2474;1277;0
1105;1;11;176;193;1098;748;0
1106;1;167;344;401;1588;1082;0
1107;1;114;287;313;1164;765;1
1108;1;200;347;571;1048;1306;1
1109;1;273;573;824;1618;2373;0
1110;1;132;269;328;1286;1272;0
1111;1;120;305;250;1334;712;1
1112;1;675;977;1274;1934;2434;0
1113;1;256;407;585;1242;1184;1
1114;1;205;321;409;1322;744;1
1115;1;329;346;424;1410;993;1
1116;1;306;489;612;1550;1424;1
1117;1;217;364;417;1306;949;1
1118;1;280;418;737;1182;1490;1
1119;1;175;326;451;1136;1074;1
1120;1;69;284;292;1478;1110;0
1121;1;471;609;691;2024;1348;0
1122;1;2318;2360;2788;3292;3737;0
1123;1;259;413;684;1094;1088;1
1124;1;358;591;796;2740;2237;0
1125;1;276;419;506;1616;1229;0
1126;1;191;448;552;1704;1556;0
1127;1;152;295;326;1248;750;1
1128;1;224;360;474;1268;1321;1
1129;1;217;367;473;1572;1118;1
1130;1;353;402;523;1134;1107;0
1131;1;251;420;489;1366;1108;1
1132;1;190;364;414;1456;930;1
1133;1;772;1054;1322;1998;2200;0
1134;1;407;590;832;1510;1843;1
1135;1;449;669;796;1848;2173;0
1136;1;664;905;1290;1874;3886;0
1137;1;549;788;1036;2322;2830;0
1138;1;156;288;346;1304;709;1
1139;1;677;960;1372;2188;2979;0
1140;1;668;844;1036;1766;2704;0
1141;1;351;745;654;2342;1283;0
1142;1;178;306;408;1242;992;1
1143;1;737;957;1304;1900;2855;0
1144;1;289;423;678;1050;1679;1
1145;1;438;618;761;1704;1754;0
1146;1;567;1009;1538;2532;3541;0
1147;1;146;327;420;1182;1059;1
1148;1;650;739;778;1394;1265;0
1149;1;177;342;426;1390;982;1
1150;1;230;424;540;1498;915;1
1151;1;577;857;1086;2164;3107;0
1152;1;719;978;1208;1786;2203;0
1153;1;384;576;741;1544;1370;1
1154;1;310;450;673;1428;1361;0
1155;1;303;473;587;1502;1202;1
1156;1;237;415;565;1506;1049;1
1157;1;254;419;568;1076;1544;1
1158;1;489;953;1000;3110;2499;0
1159;1;265;462;517;1760;868;1
1160;1;281;427;648;1164;1637;1
1161;1;653;931;1300;2204;3430;0
1162;1;531;875;1196;2084;2585;0
1163;1;115;262;267;1066;641;1
1164;1;477;620;805;1660;2227;0
1165;1;440;622;622;1694;1088;1
1166;1;435;493;619;1642;1192;1
1167;1;352;591;771;1838;2863;0
1168;1;142;273;357;1172;995;1
1169;1;353;390;446;1334;1200;1
1170;1;698;892;1214;1776;3115;0
1171;1;1012;1098;1676;2220;3042;0
1172;1;551;782;1046;1584;3125;0
1173;1;206;371;430;1514;1263;1
1174;1;88;227;331;981;754;1
1175;1;1654;1992;2236;2476;2561;0
1176;1;257;428;527;1172;1129;1
1177;1;160;345;369;1606;885;1
1178;1;92;260;383;1396;1733;0
1179;1;345;645;727;1880;1412;1
1180;1;312;417;468;1436;1115;1
1181;1;122;341;335;1554;734;1
1182;1;209;372;538;1154;1235;1
1183;1;231;377;518;1462;1226;1
1184;1;231;342;445;963;1038;1
1185;1;317;481;730;1476;1247;1
1186;1;301;532;599;1856;1089;1
1187;1;312;548;614;2086;1233;1
1188;1;695;1011;1382;2092;3725;0
1189;1;235;468;592;1520;1260;1
1190;1;171;305;418;1202;1033;1
1191;1;568;805;1114;1686;2764;0
1192;1;921;1172;1532;2498;3465;0
1193;1;154;277;417;1546;714;1
1194;1;778;1120;1472;2372;3669;0
1195;1;192;381;487;1600;1413;1
1196;1;245;410;427;1302;1176;1
1197;1;525;830;1160;1864;2777;0
1198;1;425;583;693;1654;1663;0
1199;1;;;;;;
1200;1;331;540;749;1246;2824;0
1201;1;1078;1282;1554;1698;2156;0
1202;1;102;303;258;1620;778;1
1203;1;131;297;432;1338;985;1
1204;1;791;1080;1352;2408;3497;0
1205;1;403;569;691;1866;1519;1
1206;1;162;282;318;1372;942;1
1207;1;236;385;608;1136;1409;1
1208;1;1;1;6;469;278;0
1209;1;251;373;632;1126;1208;1
1210;1;185;352;427;1730;816;1
1211;1;901;1266;1690;2350;3129;0
1212;1;260;385;530;1184;1283;1
1213;1;240;375;640;1148;1309;1
1214;1;184;327;590;1066;1223;1
1215;1;177;312;411;1252;912;1
1216;1;279;453;647;1378;1118;1
1217;1;87;205;256;679;476;0
1218;1;269;471;599;1828;759;1
1219;1;399;583;831;1794;1987;0
1220;1;940;915;948;1892;1418;1
1221;1;242;353;501;1096;1313;1
1222;1;539;814;1092;2188;2694;0
1223;1;129;323;351;1254;924;0
1224;1;272;442;508;1472;965;1
1225;1;295;499;613;1832;1352;1
1226;1;794;1150;1564;2490;3697;0
1227;1;207;314;404;1074;1237;1
1228;1;289;521;578;1716;1485;0
1229;1;733;1003;1324;2088;3520;0
1230;1;858;993;1188;1290;2007;0
1231;1;335;393;660;1166;1265;1
1232;1;40;221;295;495;642;0
1233;1;226;320;592;1009;1086;1
1234;1;165;322;491;932;1047;1
1235;1;178;331;373;1246;1041;1
1236;1;268;412;632;1234;1301;1
1237;1;628;806;1174;1830;3289;0
1238;1;214;418;514;1628;928;1
1239;1;543;760;1064;1590;2647;0
1240;1;199;410;456;1978;1148;1
1241;1;164;302;469;1122;925;1
1242;1;965;1290;1530;1728;2235;0
1243;1;174;373;391;1476;760;1
1244;1;195;334;456;1362;1851;0
1245;1;247;441;675;1578;1376;1
1246;1;174;290;325;969;872;1
1247;1;307;483;625;1626;1361;1
1248;1;995;1098;1424;2262;2693;0
1249;1;312;461;629;1472;1236;1
1250;1;558;834;1118;1924;2979;0
1251;1;3124;3720;3798;3928;4403;1
1252;1;543;818;1166;1788;2935;0
1253;1;378;523;564;1778;1212;1
1254;1;332;507;634;1242;1449;1
1255;1;104;209;276;913;793;1
1256;1;326;518;657;1594;1405;1
1257;1;406;767;785;2872;2169;0
1258;1;305;479;529;2054;1068;1
1259;1;433;681;948;1786;2349;0
1260;1;403;605;908;1554;1603;1
1261;1;246;372;488;1023;1300;0
1262;1;872;1146;1468;2204;3632;0
1263;1;760;1116;1526;2426;3637;0
1264;1;285;436;590;1412;1099;1
1265;1;82;229;316;680;1641;0
1266;1;426;562;819;1504;1774;1
1267;1;941;1476;2090;2624;2898;0
1268;1;195;337;464;1172;1019;1
1269;1;355;568;612;1368;1247;0
1270;1;359;550;629;1796;1868;0
1271;1;354;502;678;1390;1685;1
1272;1;603;916;1150;1838;2564;0
1273;1;215;352;553;1024;1160;1
1274;1;230;361;615;1020;1202;1
1275;1;1005;1300;1186;2164;1253;1
1276;1;464;519;625;756;1356;0
1277;1;347;427;528;1416;1197;1
1278;1;364;540;934;1504;1354;1
1279;1;180;361;405;1446;927;1
1280;1;567;866;1102;2018;2473;0
1281;1;645;937;1300;2118;3508;0
1282;1;538;826;1130;2108;2693;0
1283;1;301;623;897;2128;1497;1
1284;1;572;732;623;1676;1030;1
1285;1;639;918;1256;2024;3073;0
1286;1;130;302;288;1672;776;1
1287;1;292;422;637;1260;1352;1
1288;1;1106;1606;2232;2998;4013;0
1289;1;317;485;720;1464;1231;1
1290;1;198;432;466;1666;877;1
1291;1;253;546;543;2282;901;1
1292;1;212;394;441;1566;1383;0
1293;1;234;394;609;1080;1459;1
1294;1;229;483;717;1344;1489;1
1295;1;158;348;372;1498;930;0
1296;1;274;477;516;1566;1365;1
1297;1;135;292;332;1150;889;1
1298;1;584;826;1098;1986;2453;0
1299;1;422;672;781;2092;1824;0
1300;1;229;408;536;1466;1094;1
1301;1;149;295;380;1358;847;1
1302;1;149;286;301;1174;783;1
1303;1;138;358;424;1722;1188;0
1304;1;227;437;595;1664;1489;0
1305;1;827;1176;1432;2260;3426;0
1306;1;234;437;505;1648;1122;1
1307;1;176;371;425;1586;913;1
1308;1;714;949;1200;1824;2640;0
1309;1;274;358;575;946;1732;1
1310;1;830;1152;1530;2226;3783;0
1311;1;513;813;1005;1802;2025;0
1312;1;174;348;389;1306;824;1
1313;1;1582;1876;2156;2818;3133;0
1314;1;870;1328;1820;2266;2824;0
1315;1;747;985;1234;2294;3064;0
1316;1;212;460;528;1732;1681;0
1317;1;208;380;458;1260;1215;1
1318;1;244;445;684;1432;1224;1
1319;1;193;351;405;1300;1028;0
1320;1;524;1034;1542;1738;2430;0
1321;1;186;325;383;854;1115;0
1322;1;320;512;588;1444;1202;1
1323;1;791;1068;1304;2084;3094;0
1324;1;219;463;477;1854;1168;1
1325;1;514;838;942;1750;2195;0
1326;1;295;449;716;1154;1383;1
1327;1;378;598;649;2054;1439;0
1328;1;505;827;1190;2040;3761;0
1329;1;228;380;420;1406;844;1
1330;1;166;393;529;1408;1199;1
1331;1;725;987;1432;2378;3636;0
1332;1;193;409;461;1646;1073;1
1333;1;291;468;534;1656;1238;0
1334;1;404;727;818;2258;2217;0
1335;1;220;439;361;2138;884;1
1336;1;178;368;467;1310;1114;1
1337;1;572;800;1100;1738;3364;0
1338;1;318;590;798;1596;1530;0
1339;1;239;370;495;1190;1137;1
1340;1;367;587;685;1648;1560;0
1341;1;214;350;394;1266;1011;1
1342;1;265;415;465;1398;1332;1
1343;1;220;426;606;1596;1456;0
1344;1;752;1013;1242;2316;3380;0
1345;1;443;546;639;1426;1018;0
1346;1;111;299;283;1478;688;1
1347;1;215;380;619;649;1608;0
1348;1;279;467;530;1310;1246;1
1349;1;299;456;631;1594;1920;0
1350;1;242;440;550;1754;1048;1
1351;1;754;769;741;1858;1256;1
1352;1;252;383;545;1126;1405;1
1353;1;742;1038;1316;2110;2564;0
1354;1;532;861;1132;1922;2349;0
1355;1;113;239;235;283;1308;0
1356;1;479;760;972;1826;2447;0
1357;1;2586;2288;2242;3334;2842;0
1358;1;292;404;606;1196;1284;1
1359;1;739;1194;1302;2482;2610;0
1360;1;648;941;1272;2002;2823;0
1361;1;370;644;753;1826;1997;0
1362;1;176;348;496;1360;1365;1
1363;1;155;286;327;1228;761;1
1364;1;179;309;380;1252;1097;1
1365;1;156;321;309;828;503;0
1366;1;385;521;526;1676;1100;1
1367;1;266;442;533;1550;963;1
1368;1;224;393;438;1816;989;0
1369;1;775;1066;1374;2226;3558;0
1370;1;233;362;559;1196;1165;1
1371;1;328;551;727;1628;1785;0
1372;1;452;716;1076;1548;2672;0
1373;1;366;476;656;1622;1034;1
1374;1;354;532;732;1764;2560;0
1375;1;174;295;389;1294;1046;1
1376;1;118;248;317;1019;992;1
1377;1;630;951;1140;2098;2594;0
1378;1;238;423;601;1340;2274;1
1379;1;331;489;689;1568;1362;1
1380;1;358;596;569;2006;1697;0
1381;1;226;404;440;1714;926;1
1382;1;558;722;897;1512;1568;0
1383;1;169;298;380;1188;862;1
1384;1;287;456;650;1142;1658;1
1385;1;92;196;272;893;1284;0
1386;1;144;389;374;1532;1207;0
1387;1;259;522;637;1786;2194;1
1388;1;979;1372;1490;2364;3122;0
1389;1;173;258;350;980;1041;1
1390;1;341;518;462;1456;1239;1
1391;1;235;389;460;1302;998;1
1392;1;883;1150;1556;2458;3643;0
1393;1;791;535;470;1764;808;1
1394;1;271;416;672;1110;1401;1
1395;1;402;568;823;1434;1935;1
1396;1;354;495;761;1908;2164;0
1397;1;208;369;485;1250;1316;1
1398;1;505;834;1192;1802;3354;0
1399;1;700;973;1236;2204;3340;0
1400;1;409;570;842;1318;1655;1
1401;1;120;369;294;1704;759;1
1402;1;180;308;466;1110;1062;1
1403;1;200;323;526;1284;1028;1
1404;1;392;590;786;1668;2191;0
1405;1;466;706;913;1700;2203;0
1406;1;193;311;457;768;1201;1
1407;1;483;538;565;1380;1341;1
1408;1;282;408;657;1280;1158;1
1409;1;202;385;486;1438;1905;0
1410;1;572;871;1126;2312;2613;0
1411;1;279;420;560;1390;1107;1
1412;1;593;874;1186;2016;3166;0
1413;1;224;328;371;949;947;1
1414;1;128;277;375;1096;886;1
1415;1;190;443;606;1714;942;1
1416;1;2470;2168;2046;3308;3655;0
1417;1;361;550;751;1666;2585;0
1418;1;1082;1584;1846;2574;2360;0
1419;1;270;373;448;1234;1087;1
1420;1;104;215;307;1600;914;0
1421;1;210;427;493;1788;1950;0
1422;1;280;459;707;1314;1667;1
1423;1;352;547;702;1602;1075;1
1424;1;182;346;481;1262;1015;1
1425;1;251;336;418;1098;972;1
1426;1;1044;1472;1724;2420;2492;0
1427;1;558;850;982;2496;2298;0
1428;1;129;255;289;839;610;1
1429;1;205;352;434;1586;1114;0
1430;1;275;410;492;1382;1020;1
1431;1;730;809;935;2002;2133;0
